DF_Market,Location,TMO,Brand Family,CR_BrandId,SKU,Item per Bundle,$theyearbefore Volume,$previous_year Volume,$current_year Volume,$theyearbefore Month,$previous_year Month,$current_year Month,$theyearbefore Revenue,$previous_year Revenue,$current_year Revenue
China,Nanchang Changbei,JTI,MEVIUS,89727,MEVIUS - WIND BLUE KS RCB,200,0,16616,5358,0,9,7,0,10385,3348.75
Cambodia,Sihanoukville,ALISHAN GROUP LTD,TAHWA,97782,TAHWA - (BROWN) KS BOX,200,0,600,800,0,3,4,0,103.97,144
Great Britain,Cardiff,IMPERIAL BRANDS,JOHN PLAYER SPECIAL,51575,JOHN PLAYER SPECIAL - BLUE KS BOX,400,0,0,28000,0,0,10,0,0,6611
China,Nanjing Lukou,PMI,MARLBORO,122863,MARLBORO - GOLD (3.5) KS RCB WHITE - CHINA DF - CNSC(ZF),200,0,0,123200,0,0,9,0,0,70840
Germany,Hamburg,BAT,LUCKY STRIKE,45366,LUCKY STRIKE - RED KS BOX,200,0,1000,0,0,1,0,0,299.5,0
Cape Verde,Espargos,JTI,LUCKY STRIKE,105344,LUCKY STRIKE - DOUBLE KS BOX C,200,0,0,56800,0,0,9,0,0,770400
Portugal,Porto,KING'S TOBACCO,CORSET,114209,CORSET - DEUX A PORTER 100's NEW GENERATION SHOULDER BOX C SUPERSLIMS,200,0,0,13600,0,0,6,0,0,
Kosovo,PRISTINA,JTI,CAMEL,97296,CAMEL - ACTIVATE DOUBLE MINT PURPLE KS CURVE PACK C,400,0,22400,38800,0,4,6,0,2576,4462
China,Jieyang Chaoshan,JTI,SEVEN STARS,46302,SEVEN STARS - KS BOX,200,0,32,0,0,1,0,0,19.2,0
Greece,Kos,JTI,WINSTON,56993,WINSTON - (RED) KS BOX,200,0,0,45000,0,0,5,0,0,7412.35
Macedonia,Skopje,KARELIA TOBACCO,KARELIA,51666,KARELIA - WHITE KS BOX,200,0,0,2800,0,0,1,0,0,
Macau,Macau,PMI,MARLBORO,144393,MARLBORO - SUMMER SPLASH MENTHOL KS BOX C MUL WHITE - MACAU DF,200,0,0,1024400,0,0,8,0,0,989991.2
Cambodia,Siem Reap,IMPERIAL BRANDS,DAVIDOFF,57006,DAVIDOFF - MAGNUM LIGHT VIRGINIA 90's OCTAGONAL PACK MAGNUM,200,0,1600,0,0,5,0,0,377.5,0
Oman,Muscat,PMI,L&M,123648,L&M - DOUBLE FORWARD MENTHOL KS RCB WHITE - GENERIC DF-ENG TXT,200,0,0,149800,0,0,5,0,0,19737.02
Great Britain,Newcastle,JTI,STERLING,44904,STERLING - KS BOX,400,0,16400,1200,0,4,1,0,3724.98,279
Turkey,Samsun Airport,BAT,ROTHMANS,49668,ROTHMANS - BLU SLIM 100's BOX SUPERSLIMS,200,0,200,800,0,1,3,0,21.5,86
China,Nanjing Lukou,PMI,MARLBORO,137745,MARLBORO - ICE BLAST (2.0) MENTHOL KS BOX C WHITE - CHINA DF - CNSC(ZF),200,0,0,84600,0,0,6,0,0,63450
Japan,Kagoshima,KT & G,ESSE,90020,ESSE - CHANGE 1MG 100's BOX C SUPERSLIMS,200,0,0,3600,0,0,1,0,0,55800
Ivory Coast,Abidjan,JTI,WINSTON,121580,WINSTON - EXPAND DUO KS BOX C,200,0,0,5600,0,0,1,0,0,475469.96
Indonesia,Soekarno Hatta,CHINA NATIONAL,UNDEFINED,0,UNDEFINED,0,23201,410979,198827,1,3,1,0,0,0
India,Amritsar,ITC Ltd.,UNDEFINED,0,UNDEFINED,0,0,12428,0,0,1,0,0,0,0
India,Lucknow,PMI,MARLBORO,118496,MARLBORO - FILTER + EXTRA (FWD) KS RCB JUMBO RC WHITE - SOUTH ASIA DF,200,4000,2954,0,1,1,0,63000,531.72,0
Martinique,Fort-de-France,BAT,VOGUE,45104,VOGUE - SUPER SLIMS MENTHOL 100's BOX SUPERSLIMS,400,400,0,0,1,0,0,81,0,0
China,Chengdu Tianfu,BAT,KENT,59762,KENT - CONVERTIBLES KS RCB C,200,0,60142,126551,0,10,12,0,36085.2,75930.6
China,Shandong,JTI,CAMEL,43011,CAMEL - KS BOX,200,0,237,0,0,4,0,0,130.35,0
Great Britain,Aberdeen,IMPERIAL BRANDS,LAMBERT & BUTLER,96896,LAMBERT & BUTLER - BLUE KS BOX,600,0,0,79800,0,0,11,0,0,15297.01
Great Britain,Liverpool,BAT,ROTHMANS,46008,ROTHMANS - (BLUE) KS BOX,400,0,800,54800,0,1,12,0,162,11747
Italy,Milan - Malpensa,JTI,WINSTON,54087,WINSTON - CLASSIC KS BOX,400,0,174400,135600,0,12,12,0,32072.1,25887.53
Albania,Tirana,JTI,CAMEL,45959,CAMEL - (SILVER) KS BOX,200,4800,0,0,1,0,0,660,0,0
Cape Verde,Espargos,PMI,L&M,123648,L&M - DOUBLE FORWARD MENTHOL KS RCB WHITE - GENERIC DF-ENG TXT,200,0,333000,367200,0,6,7,0,2195135.52,4222800
Peru,Lima,PMI,MARLBORO,125084,MARLBORO - DOUBLE FUSION MENTHOL KS BOX C TRU WHITE - GENERIC DF-ENG TXT,200,0,337000,308000,0,8,12,0,61032.43,56421.54
Canary Islands,Fuerteventura,KING'S TOBACCO,CORSET,106298,CORSET - MINT BREEZE MENTHOL KS BOX SUPERSLIMS,200,0,0,79600,0,0,9,0,0,11115.2
Mexico,Mazatlan,PMI,MARLBORO,144768,MARLBORO - DOUBLE FUSION MENTHOL KS BOX 600 C TRU SPECIAL OUTER WHITE - GENERIC DF-ENG TXT,600,0,0,9000,0,0,4,0,0,1695
Turkey,Antalya Airport,JTI,SOBRANIE,44860,SOBRANIE - COCKTAIL KS BOX,200,0,43600,0,0,5,0,0,9810,0
China,Sanya Fenghuang,BAT,STATE EXPRESS 555,57655,STATE EXPRESS 555 - MANDARIN PEARL 90's,200,0,38566,13600,0,6,2,0,30852.8,10880
Greece,Santorini,IMPERIAL BRANDS,LAMBERT & BUTLER,96896,LAMBERT & BUTLER - BLUE KS BOX,200,0,329800,341400,0,8,8,0,60008.3,70759.55
Turkey,Eskisehir Airport,PMI,PARLIAMENT,70904,PARLIAMENT - NIGHT BLUE 100's SOFT WHITE - TURKEY DF,200,0,0,9400,0,0,3,0,0,1245.5
Aruba,Oranjestad,IMPERIAL BRANDS,LAMBERT & BUTLER,45979,LAMBERT & BUTLER - GOLD KS BOX,200,0,4000,3600,0,4,5,0,1080,828
Turkey,Konya Airport,BAT,VOGUE,50530,VOGUE - BLEU 100's BOX SLIMS,200,0,2200,10000,0,3,7,0,413.18,1884.11
China,Shandong,CHINA NATIONAL,FURONGWANG,52080,FURONGWANG - (BLUE) KS SOFT,200,0,1691,0,0,4,0,0,3889.3,0
Brazil,Florianopolis,PMI,MARLBORO,125084,MARLBORO - DOUBLE FUSION MENTHOL KS BOX C TRU WHITE - GENERIC DF-ENG TXT,200,0,4000,24600,0,2,7,0,640,4182
Ukraine,Lviv,JTI,MONTE CARLO,49874,MONTE CARLO - BLUE KS BOX,200,4400,0,0,2,0,0,132,0,0
Turkey,Samsun Airport,BAT,PRINCE,51120,PRINCE - RICH TASTE KS BOX,400,0,1200,400,0,2,1,0,153,51
Belgium,Brussels,JTI,CAMEL,43011,CAMEL - KS BOX,400,400,0,0,1,0,0,84.4,0,0
Japan,Osaka - Kansai,CHINA NATIONAL,HUANGSHAN,115759,HUANGSHAN - HONGFANGYIN KS BOX,200,0,2200,61800,0,1,2,0,48899.95,1637778.96
Tunisia,Sfax,IMPERIAL BRANDS,UNDEFINED,0,UNDEFINED,0,0,0,6995,0,0,1,0,0,0
Turkey,Denizli Cardak Airport,BAT,KENT,55423,KENT - NANOTEK NEO KS D-SHAPE PACK (FRONT RCB) SUPERSLIMS,200,0,0,400,0,0,2,0,0,31
Turkey,Kutahya Airport,PMI,MARLBORO,125714,MARLBORO - RED 3.5 100's SOFT 400 TRANSPARENT BUNDLE - TURKEY DF,400,0,400,4400,0,1,5,0,72,818.35
Tunisia,Enfidha,JTI,STERLING,58605,STERLING - MENTHOL MENTHOL KS BOX,400,0,0,14400,0,0,1,0,0,2464.2
Greece,Athens,SEKAP S.A.,GR,49137,GR - INTERNATIONAL (BLUE) KS BOX 25,200,1200,0,0,2,0,0,83.36,0,0
Brazil,Porto Alegre,PMI,PARLIAMENT,99962,PARLIAMENT - AQUA BLUE KS RCB JUMBO RC WHITE - LA&CANADA DF-ENG TXT,200,0,200,0,0,1,0,0,32,0
Ethiopia,Addis Ababa,IMPERIAL BRANDS,DAVIDOFF,47038,DAVIDOFF - CLASSIC 90's RCB,600,0,0,127200,0,0,5,0,0,
Malaysia,Kuala Lumpur,JTI,LD,50138,LD - RED KS BOX,200,0,691000,772000,0,12,11,0,384039.95,464636.1
Spain,Almeria,JTI,WINSTON,56994,WINSTON - (RED) 100's BOX,200,0,9600,28400,0,4,12,0,2052,6742.85
China,Taiyuan Wusu,BAT,LUCKY STRIKE,46496,LUCKY STRIKE - MENTHOL KS BOX,200,0,0,4318,0,0,7,0,0,2590.8
China,Weihai Dashuibo,JTI,SALEM,44768,SALEM - MENTHOL KS BOX,200,0,1409,2061,0,8,12,0,817.22,1195.38
South Korea,Cheongju,KT & G,ESSE,94328,ESSE - CHANGE W 100's BOX C SUPERSLIMS,200,0,145800,168400,0,12,11,0,21870,25260
Spain,Madrid Barajas,KING'S TOBACCO,CORSET,60717,CORSET - (PINK) 100's BOX SUPERSLIMS,200,0,5600,16000,0,6,12,0,1083.6,3280.73
Turkey,Antalya Airport,PMI,MARLBORO,141734,MARLBORO - SOL SHUFFLE MENTHOL KS RCB (PROMO) C MUL WHITE - TURKEY DF,200,0,0,1356800,0,0,12,0,0,311709.53
United Arab Emirates,Abu Dhabi,ITC Ltd.,WILLS NAVY CUT,124480,WILLS NAVY CUT - FRESH MINT KS BOX C,200,0,50000,713200,0,2,12,0,10999.45,159083.58
United Arab Emirates,Abu Dhabi,BAT,JOHN PLAYER,63855,JOHN PLAYER - GOLD KS BOX,200,0,298400,3344600,0,2,12,0,65726.02,859296.46
China,Yinchuan Hedong,CHINA NATIONAL,HONGTASHAN,56350,HONGTASHAN - KS BOX,200,0,3379,9738,0,6,7,0,1689.5,4869
Malaysia,Kuala Lumpur,BAT,DUNHILL,43343,DUNHILL - MENTHOL KS BOX,200,0,855000,777000,0,12,11,0,509273.5,480663.2
South Korea,Cheongju,KT & G,SIMPLE,57969,SIMPLE - ACE 1MG 100's BOX SLIMS,200,0,17000,169400,0,3,11,0,2550,25410
Turkey,Kayseri Airport,PMI,L&M,122611,L&M - BLUE LABEL (5.0 CWB) KS RCB 400 - TURKEY DF,400,0,4000,38000,0,1,12,0,691.1,6777.99
Jamaica,Montego Bay,IMPERIAL BRANDS,WEST,46755,WEST - SILVER KS BOX,200,0,27200,33400,0,11,12,0,4896,6298.22
Mongolia,Ulaanbaatar,IMPERIAL BRANDS,LAMBERT & BUTLER,43912,LAMBERT & BUTLER - KS BOX,200,0,0,10000,0,0,7,0,0,900
Spain,Madrid Barajas,PMI,MARLBORO,125679,MARLBORO - RED 3.5 KS BOX - SPAIN DF - IDM SPAIN,200,0,1599000,2882600,0,6,12,0,384954.91,753499.16
Great Britain,Cardiff,BAT,BENSON & HEDGES,42858,BENSON & HEDGES - SILVER KS BOX,200,0,11600,11600,0,8,12,0,3403.47,3622
Turkey,Izmir Airport,JTI,CAMEL,88440,CAMEL - FILTER KS BOX,400,0,0,624400,0,0,12,0,0,98397.9
Mexico,Mazatlan,PMI,CHESTERFIELD,124032,CHESTERFIELD - ORIGINAL (4.0) KS BOX - GENERIC DF-ENG TXT,200,0,200,200,0,1,1,0,36,38
Germany,Hamburg,JTI,STERLING,61078,STERLING - (RED) KS BOX,200,0,9600,62200,0,2,11,0,2593.05,17557.7
Tunisia,Sfax,PMI,MARLBORO,139305,MARLBORO - GOLD (3.5) KS RCB - GENERIC DF-ENG TXT - ALTERNATIVE,200,0,20800,65000,0,5,12,0,4357.6,13617.5
Turkey,Gaziantep Airport,JTI,MONTE CARLO,53862,MONTE CARLO - RED KS RCB,200,0,0,3400,0,0,9,0,0,398.24
Japan,Chubu,BAT,LUCKY STRIKE,43974,LUCKY STRIKE - KS SOFT,200,0,339800,759600,0,12,11,0,6965900,15571800
Taiwan,Taichung,JTI,MEVIUS,89727,MEVIUS - WIND BLUE KS RCB,200,0,1216016,2381969,0,12,12,0,4435642.4,9051482.2
Kyrgyzstan,Manas,BAT,VOGUE,45104,VOGUE - SUPER SLIMS MENTHOL 100's BOX SUPERSLIMS,200,0,9800,10200,0,3,4,0,715.04,820.07
China,Mudanjiang Hailang,JTI,SEVEN STARS,46302,SEVEN STARS - KS BOX,200,0,938,170,0,7,2,0,562.8,102
India,Bangalore,BAT,BENSON & HEDGES,42846,BENSON & HEDGES - GOLD KS BOX,600,0,54000,121800,0,10,8,0,557198.49,1262660.35
France,Toulouse,JTI,WINSTON,70991,WINSTON - XS FRESH MENTHOL MENTHOL 100's D-SHAPE PACK (FRONT RCB) SUPERSLIMS,200,0,200,30400,0,1,12,0,66,10844.94
Morocco,Essaouira,IMPERIAL BRANDS,DAVIDOFF,103408,DAVIDOFF - MAGENTA KS OCTAGONAL PACK SUPERSLIMS,200,0,0,2326,0,0,9,0,0,372.16
Morocco,Agadir,IMPERIAL BRANDS,DAVIDOFF,70489,DAVIDOFF - WHITE 90's OCTAGONAL PACK SLIMS,200,0,35000,71600,0,12,12,0,5680.77,11634.94
Turkey,Trabzon Airport,PMI,PARLIAMENT,70904,PARLIAMENT - NIGHT BLUE 100's SOFT WHITE - TURKEY DF,200,0,55600,80200,0,9,12,0,7645,11027.5
South Korea,Cheongju,KT & G,RAISON,90969,RAISON - ICEPRESSO KS BOX C,200,0,131200,23400,0,3,8,0,19680,3510
Georgia,Batumi,JTI,WINSTON,54088,WINSTON - BLUE KS BOX,200,0,159600,260400,0,4,6,0,14652,24607.8
Turkey,Dalaman Airport,JTI,WINSTON,99614,WINSTON - CABIN 5 KS BOX,200,0,3800,0,0,6,0,0,753.27,0
China,Mudanjiang Hailang,BAT,DUNHILL,54825,DUNHILL - GOLD KS BOX,200,0,15,0,0,2,0,0,8.625,0
Greece,Rhodes,JTI,WINSTON,56993,WINSTON - (RED) KS BOX,200,0,0,46600,0,0,4,0,0,7541.68
China,Hefei Xinqiao,IMPERIAL BRANDS,DAVIDOFF,47571,DAVIDOFF - LIGHTS KS BOX,200,0,20688,46185,0,10,6,0,12412.8,27711
South Korea,Cheongju,PMI,VIRGINIA SLIMS,121947,VIRGINIA SLIMS - 1MG 100's BOX SUPERSLIMS PRL - KOREA DF - IDM KOREA,200,0,20000,0,0,10,0,0,2914,0
China,Yancheng Nanyang,CHINA NATIONAL,UNDEFINED,0,UNDEFINED,200,0,0,60,0,0,1,0,0,111.9
Turkey,Eskisehir Airport,PMI,MARLBORO,118939,MARLBORO - DOUBLE FUSION PURPLE KS RCB 600 C SPECIAL OUTER WHITE - TURKEY DF,600,0,0,10800,0,0,3,0,0,1350
Morocco,Tangier,JTI,NATURAL AMERICAN SPIRIT,92510,NATURAL AMERICAN SPIRIT - (ORANGE) KS BOX,200,211,0,0,1,0,0,29.84595,0,0
Norway,Bergen,PMI,PETTEROE'S,141155,PETTEROE'S - LYS BLA KS BOX 100 100 TRANSPARENT BUNDLE - NORWAY DF - IDM NORWAY,100,0,200,0,0,2,0,0,677.88,0
Caribbean Other,Basseterre (Saint Kitts),PMI,L&M,104732,L&M - DOUBLE FORWARD MENTHOL KS RCB WHITE - LA&CANADA DF-ENG TXT,200,200,0,0,1,0,0,27.86,0,0
China,Changchun Longjia,PMI,MARLBORO,110723,MARLBORO - AMBER MENTHOL KS BOX C CHR WHITE - CHINA DF - IDM CN05 CHINA DF GROUP (ZM),200,59,0,0,1,0,0,54.339,0,0
China,Chengdu Tianfu,PMI,PARLIAMENT,122803,PARLIAMENT - NIGHT BLUE KS RCB 200 JUMBO RC WHITE - CHINA DF - IDM CN05 CHINA DF GROUP (ZM),200,0,23400,76000,0,6,12,0,15100.26,51300
Greece,Zakynthos,JTI,STERLING,61078,STERLING - (RED) KS BOX,200,0,209800,372600,0,4,8,0,39805.24,70794
Australia,Melbourne,IMPERIAL BRANDS,HORIZON,39345,HORIZON,20,15300,9460,0,12,5,0,0,5203,0
Malaysia,Kuala Lumpur,PMI,MARLBORO,99968,MARLBORO - DOUBLE BURST (2.0) MENTHOL KS BOS C WHITE - MALAYSIA DF,200,0,2078400,2752800,0,11,12,0,1350535,1810460
Spain,Barcelona,BAT,VOGUE,51105,VOGUE - BLEUE 100's BOX SUPERSLIMS,200,468600,392600,500400,12,12,12,111526.8,106002,150104.08
Greece,Kos,JTI,WINSTON,55025,WINSTON - SILVER KS BOX,200,26800,25600,12400,7,7,6,4087,3904,1891
Aruba,Oranjestad,JTI,MORE,66621,MORE - INTERNATIONAL MENTHOL 120's SOFT EXTRA SLIMS,200,11800,0,0,11,0,0,1770,0,0
Spain,Palma De Mallorca,JTI,CAMEL,43011,CAMEL - KS BOX,200,278400,553400,507200,12,12,12,55053.6,129495.6,131257.49
Spain,Madrid Barajas,PMI,MARLBORO,122499,MARLBORO - GOLD (3.5) KS RCB 400 TRANSPARENT BUNDLE - SPAIN DF - IDM SPAIN,400,1653600,2136800,2300000,12,12,12,374057.1,514434.6,608109.17
Great Britain,London Luton,BAT,BENSON & HEDGES,42853,BENSON & HEDGES - RED KS BOX,400,445600,331200,0,9,4,0,99146,73692,0
Turkey,Istanbul Airport,PMI,MARLBORO,124776,MARLBORO - TOUCH GRAY KS DSP SLIMS WHITE - TURKEY DF,200,0,0,1276000,0,0,12,0,0,246030.2
Great Britain,Manchester,JTI,STERLING,91239,STERLING - SUPERKINGS MENTHOL MENTHOL 100's BOX,200,711200,656600,0,12,12,0,181356,183098.72,0
Japan,Osaka - Kansai,PMI,MARLBORO,119100,MARLBORO - ICE BLAST MEGA 8 MENTHOL KS BOX C WHITE - JAPAN DF,200,108000,685400,1036200,12,12,11,2359800,14968993.45,22534946.79
Switzerland,Geneva,JTI,CAMEL,49844,CAMEL - (YELLOW) KS BOX,200,67600,901000,935400,1,12,12,18116.8,243850,253616.5
Netherlands,Amsterdam - Schiphol,PMI,MARLBORO,123671,MARLBORO - (RED FWD) KS BOX 400 TRANSPARENT BUNDLE - NETHERLANDS DF - IDM NETHERLANDS,400,860400,1762400,1757200,11,12,12,236394.9,542395.4,561864.7
Spain,Malaga,PMI,CHESTERFIELD,123156,CHESTERFIELD - ORIGINAL (4.0) KS BOX - SPAIN DF - IDM SPAIN,200,129200,266600,259800,6,12,12,28197.9,62384.4,66770.29
Turkey,Istanbul Airport,BAT,KENT,55421,KENT - NANOTEK (SILVER) KS D-SHAPE PACK (FRONT RCB) SUPERSLIMS,200,770200,710000,0,12,9,0,130065.9,128018.6,0
France,Paris Orly,JTI,CAMEL,43011,CAMEL - KS BOX,200,1331600,0,0,11,0,0,346216,0,0
Taiwan,Kaohsiung,JTI,MEVIUS,89727,MEVIUS - WIND BLUE KS RCB,200,1826268,8380038,11936593,12,12,12,6483251.4,30495974.7,45359053.4
Spain,Madrid Barajas,IMPERIAL BRANDS,LAMBERT & BUTLER,96896,LAMBERT & BUTLER - BLUE KS BOX,200,0,30600,74000,0,5,12,0,7917.75,21089.65
China,Wenzhou Longwan,NANYANG BROTHERS,DOUBLE HAPPINESS,46152,DOUBLE HAPPINESS - KS BOX,200,111,2009,3499,5,12,12,93.24,1687.56,2939.16
Saudi Arabia,Medina,IMPERIAL BRANDS,DAVIDOFF,91764,DAVIDOFF - (WHITE) KS OCTAGONAL PACK SLIMS,200,0,18600,94400,0,6,12,0,11067,60190.25
Italy,Milan - Malpensa,BAT,LUCKY STRIKE,45366,LUCKY STRIKE - RED KS BOX,200,0,390600,475600,0,12,12,0,77704.52,95120
Russia,Moscow - Vnukovo,JTI,SOBRANIE,53916,SOBRANIE - WHITES 100's BOX SUPERSLIMS,200,136400,251800,119000,12,11,8,19778,36520.81,19452.34
Malaysia,Johor Bahru,PMI,MARLBORO,99950,MARLBORO - MENTHOL (2.0) MENTHOL KS BOS WHITE - MALAYSIA DF,200,0,45000,85000,0,9,12,0,26475,50350
Bangladesh,Zia,JTI,UNDEFINED,0,UNDEFINED,0,3832809,3309343,3246362,12,12,12,0,0,0
Canary Islands,Gran Canaria,KING'S TOBACCO,CORSET,105816,CORSET - (LILAC) 100's BOX SUPERSLIMS,200,0,0,48400,0,0,6,0,0,6708.07
Tanzania,Dar Es Salaam,CHINA NATIONAL,DOUBLE HAPPINESS,46152,DOUBLE HAPPINESS - KS BOX,200,48000,20400,0,10,5,0,0,2856000,0
China,Zhengzhou Xinzheng,PMI,MARLBORO,137745,MARLBORO - ICE BLAST (2.0) MENTHOL KS BOX C WHITE - CHINA DF - CNSC(ZF),200,0,0,146400,0,0,9,0,0,109800
Turkey,Antalya Airport,IMPERIAL BRANDS,R1,49944,R1 - (BLUE) KS BOX,200,818600,797600,774800,12,12,12,143274.51,168545,172227.5
Turkey,Kayseri Airport,IMPERIAL BRANDS,JOHN PLAYER SPECIAL,45976,JOHN PLAYER SPECIAL - KS BOX,200,9000,0,0,7,0,0,1542.66,0,0
Kenya,Jomo Kenyatta,PMI,MARLBORO,98238,MARLBORO - (RED FWD) KS BOX 400 - AFRICA DF-ENG TXT,400,640786,347157,124048,12,12,12,80976.3375,41224.89375,14730.7
Kosovo,PRISTINA,BAT,DUNHILL,50854,DUNHILL - (RED) KS BOX,400,172000,51600,0,12,4,0,20204.76,6226.31,0
Saudi Arabia,Medina,BAT,VOGUE,46753,VOGUE - MENTHOL 100's BOX SUPERSLIMS,200,0,29600,64800,0,4,9,0,14996.79,39317.5
China,Qingdao Liuting,PMI,MARLBORO,110716,MARLBORO - PURPLE MENTHOL KS BOX C TRU WHITE - CHINA DF - IDM CN05 CHINA DF GROUP (ZM),200,1281,156200,177600,1,8,12,1179.801,148819,159840
Japan,Naha,PMI,MARLBORO,96046,MARLBORO - (RED FWD) KS BOX - JAPAN DF,200,10800,48000,129200,1,6,12,230580,1024800,2758420
Iraq,Suleymania Airport,PMI,MARLBORO,151485,MARLBORO - GOLD (3.5) KS RCS WHITE - GENERIC DF-ENG TXT - IDM LEBANON,200,0,0,350000,0,0,3,0,0,36750
Mexico,Mexico City,JTI,GLAMOUR,54224,GLAMOUR - PINKS 100's L-STICK BOX SUPERSLIMS,400,141600,135200,145200,12,10,12,23986.86,22810.03,25764.31
Morocco,Agadir,PMI,MARLBORO,101080,MARLBORO - (RED FWD) KS BOX 600 SPECIAL OUTER - NORTH AFRICA DF,600,7534200,10209000,12711000,11,12,12,1158242,1575481,2017167
China,Mudanjiang Hailang,CHINA NATIONAL,HONGTASHAN,56350,HONGTASHAN - KS BOX,200,0,5135,950,0,7,2,0,2567.5,475
United Arab Emirates,Sharjah,PMI,PHILIP MORRIS,120003,PHILIP MORRIS - SUPREME KS RCB - UAE DF,200,223000,419400,356400,11,12,12,37162.95,69893.01,184110.14
Spain,Santiago De Compostela,IMPERIAL BRANDS,LAMBERT & BUTLER,43912,LAMBERT & BUTLER - KS BOX,200,40800,37000,29200,12,12,12,7282.8,9590.17,9145.95
Dominican Republic,Puerto Plata,PMI,L&M,123649,L&M - BLUE LABEL (5.0 CWB) KS RCB 400 TRANSPARENT BUNDLE - GENERIC DF-ENG TXT,400,5200,1600,40800,2,1,10,780,240,7121.82
Poland,Krakow Balice,PMI,MARLBORO,125053,MARLBORO - GOLD (3.5) KS RCB TRANSPARENT BUNDLE - ENGLISH GHW TPD2 DF - IDM POLAND,20,893500,0,0,10,0,0,738628.9,0,0
Spain,Ibiza,IMPERIAL BRANDS,GAULOISES,45969,GAULOISES - BLONDES (BLUE) KS BOX,200,13000,19800,15200,10,9,8,2379,4321.35,3682.2
Spain,Alicante,PMI,L&M,123307,L&M - BLUE LABEL (5.0 CWB) KS RCB - SPAIN DF - IDM SPAIN,200,1004800,1448200,2479600,12,12,12,209338.65,323411.55,609435.16
Spain,Barcelona,IMPERIAL BRANDS,RICHMOND,44637,RICHMOND - KS BOX,200,339400,391400,303000,12,12,12,62789,96063.58,94479.2
Russia,Sochi,JTI,WINSTON,55025,WINSTON - SILVER KS BOX,200,20200,18800,66800,9,12,12,2121,1777.39,6693.92
Mexico,Mexico City,BAT,NEWPORT,44309,NEWPORT - MENTHOL KS BOX,200,177600,367200,110000,9,12,12,31080,69580.5,21044
Norway,Sandefjord-Torp,PMI,MARLBORO,125033,MARLBORO - GOLD (2.0) KS BOX TRANSPARENT BUNDLE - NORWAY DF - IDM NORWAY,200,389897,959606,0,6,11,0,1226226.065,3257862.37,0
Mexico,Mexico City,PMI,MARLBORO,125347,MARLBORO - (GOLD 3.0) KS RCB 600 TRANSPARENT BUNDLE WHITE - LA&CANADA DF-ENG TXT,600,1293600,0,0,5,0,0,170324,0,0
China,Chongqing Jiangbei,KT & G,ESSE,90020,ESSE - CHANGE 1MG 100's BOX C SUPERSLIMS,200,1793,32841,35400,12,12,4,1030.975,18987.825,20355
Jamaica,Montego Bay,JTI,CAMEL,45351,CAMEL - (BLUE) KS BOX,400,39600,66000,86400,7,12,12,7029,12634,17401.67
Turkey,Istanbul Asia Airport,BAT,VOGUE,70512,VOGUE - LILAS 100's L-STICK BOX SUPERSLIMS,200,339600,0,0,9,0,0,61128,0,0
Russia,Vladivostok,PMI,PARLIAMENT,121936,PARLIAMENT - AQUA BLUE KS RCB JUMBO RC WHITE - RUSSIA DF - IDM RUSSIA,200,6800,0,0,1,0,0,79900,0,0
Poland,Lodz,JTI,CAMEL,52735,CAMEL - BLUE KS BOX,200,15800,8000,5200,12,12,11,10112,6570,4556
Great Britain,Glasgow,IMPERIAL BRANDS,LAMBERT & BUTLER,96896,LAMBERT & BUTLER - BLUE KS BOX,400,311200,500400,437200,12,12,12,59906,98560.45,94305.18
Turkey,Istanbul Asia Airport,IMPERIAL BRANDS,GAULOISES,45358,GAULOISES - BLONDES (RED) KS BOX,200,330800,310800,337200,12,12,12,57890,59849.85,68778.38
Japan,Chitose,JTI,UNDEFINED,0,UNDEFINED,0,577810,9458954,14682848,3,12,12,0,0,0
China,Jinan Xiaoqiang,NANYANG BROTHERS,DOUBLE HAPPINESS,46152,DOUBLE HAPPINESS - KS BOX,200,0,1436,2742,0,11,12,0,1206.24,2303.28
Turkey,Istanbul Airport,JTI,WINSTON,54529,WINSTON - BALANCED BLUE KS RCB,200,2362600,1410800,0,12,9,0,339627.7,221970.6,0
China,Hangzhou Xiaoshan,BAT,DUNHILL,49364,DUNHILL - (BLUE) KS BOX,200,4448,141515,254277,8,12,12,2557.6,81371.125,146209.275
Mexico,Puerto Vallarta,BAT,VOGUE,70512,VOGUE - LILAS 100's L-STICK BOX SUPERSLIMS,200,90000,40600,91200,9,7,11,18000,9135,21432
Mauritania,Nouakchott,JTI,WINSTON,56993,WINSTON - (RED) KS BOX,200,6000,15000,6800,11,12,12,0,71799.95,38750
Ethiopia,Addis Ababa,IMPERIAL BRANDS,DAVIDOFF,60523,DAVIDOFF - GOLD KS OCTAGONAL PACK,400,55200,91200,126800,5,7,5,0,0,0
Great Britain,London Stansted,IMPERIAL BRANDS,SUPERKINGS,46019,SUPERKINGS - BLUE 100's BOX,200,205400,365200,313000,12,12,12,64701,117593.83,107750
Aruba,Oranjestad,PMI,MARLBORO,114396,MARLBORO - (GOLD 3.0) KS RCB 600 SPECIAL OUTER WHITE - LA&CANADA DF-ENG TXT,600,1158000,784800,0,12,7,0,191070,137790,0
United Arab Emirates,Dubai,BAT,ROTHMANS,46008,ROTHMANS - (BLUE) KS BOX,400,2500000,1732400,2178000,12,11,12,163187.5,134085.31,186061.28
